	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	230
Germ-Control-a_S190.ITS1.R1	0.05444769618185531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1415640100728238	0.24637582522289525	0.19737289865922547	0.07758796705914381	0.0	0.0	0.0	0.0	0.0	0.0	0.014973116450010208	0.0	0.0	0.004083577213639148	0.002722384809092765	0.0	0.0	0.0	0.0	0.0	0.002722384809092765	0.0	0.0	0.0	0.0	0.02586265568638127	0.09528346831824679	0.6302320833049752	0.5349486149867284	0.5322262301776356	0.0	0.0	0.0	0.5526441162458313	0.3675219492275233	0.002722384809092765	0.0	0.0	0.0	0.0	0.5322262301776356	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-a_S190.ITS1.R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3684747839107056	0.00544476961818553	0.0	0.9582794528006533	0.0013611924045463825	0.0	0.0	0.0	0.0	0.0013611924045463825	0.3294085619002246	0.0	0.006805962022731914	0.15925951133192676	0.0	0.37024433403661605	0.0	0.0	0.4709725719730484	0.023140270877288503	0.023140270877288503	0.0	0.0	0.004083577213639148	0.0	0.0	0.37024433403661605	0.004083577213639148	0.0	0.0	0.37024433403661605	0.37024433403661605	0.0	0.0	0.0	0.0	0.0	0.39066222010481183	0.4437487238821207	0.00544476961818553	0.00544476961818553	0.006805962022731914	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	230
Germ-Control-b_S197.ITS1.R1	0.03041732570872369	0.006083465141744737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10098552135296265	0.1666869448838058	0.14600316340187372	0.06448473050249422	0.0	0.0	0.0	0.0	0.0	0.0	0.013383623311838424	0.0	0.0	0.006083465141744737	0.0012166930283489476	0.0	0.0	0.0	0.0	0.0	0.0012166930283489476	0.0	0.0	0.0	0.0	0.023117167538630003	0.0790850468426816	0.5815792675507969	0.557245406983818	0.556028713955469	0.0	0.0	0.0	0.49032729042462586	0.3662246015330332	0.002433386056697895	0.0	0.0	0.0	0.0	0.556028713955469	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-b_S197.ITS1.R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5027375593137853	0.00486677211339579	0.0	1.0086385205012776	0.0012166930283489476	0.0	0.0	0.0	0.0	0.0012166930283489476	0.32485703856916903	0.0	0.006083465141744737	0.12410268889159265	0.0	0.3686579875897311	0.0012166930283489476	0.0	0.4757269740844385	0.023117167538630003	0.03650079085046843	0.0	0.0	0.007300158170093685	0.0	0.0	0.3686579875897311	0.006083465141744737	0.0036500790850468425	0.0	0.3686579875897311	0.3686579875897311	0.0	0.0	0.0	0.0	0.0	0.3856916899866164	0.43800949020562113	0.00973354422679158	0.002433386056697895	0.006083465141744737	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	230
Germ-Control-c_S204.ITS1.R1	0.02136181575433912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10040053404539385	0.17623497997329773	0.14419225634178906	0.06088117489986648	0.0	0.0	0.0	0.0	0.0	0.0	0.011748998664886514	0.0	0.0	0.00534045393858478	0.003204272363150868	0.0	0.0	0.0	0.0	0.0	0.002136181575433912	0.0	0.0	0.0	0.0	0.014953271028037384	0.059813084112149535	0.5842456608811749	0.6141522029372497	0.6130841121495327	0.0	0.0	0.0	0.5393858477970627	0.3471295060080107	0.002136181575433912	0.0	0.0	0.0	0.0	0.6130841121495327	0.0	0.0
