	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-a_S190.16S.R1	0.0	0.0	4.192648922686946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1561470215462611	0.13992395437262356	0.12370088719898607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003041825095057034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01318124207858048	0.028390367553865654	0.6357414448669201	0.5242078580481623	0.5242078580481623	0.0	0.0	0.0	0.6012674271229405	0.0	0.0	0.0	0.0	0.0	0.0	0.5242078580481623	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-a_S190.16S.R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.273003802281369	0.0010139416983523447	0.0	1.3313054499366286	0.0	0.0	0.0	0.0	0.0	0.0	0.4927756653992395	0.0	0.005069708491761723	0.07807351077313054	0.0	0.0	0.0	0.0	0.5282636248415716	0.01318124207858048	0.0020278833967046894	0.0	0.0	0.0010139416983523447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005069862708117864	0.018251875887243967	0.0010139931048468872	0.0010139931048468872	0.0	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-b_S197.16S.R1	0.0	0.0	4.385678528675591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15126782021982807	0.12732615083251714	0.10882576994232233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004353030797692893	0.0	0.0	0.0	0.0010882576994232234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0185003808901948	0.03155947328327348	0.5473936228098814	0.5441288497116117	0.5441288497116117	0.0	0.0	0.0	0.6094243116770051	0.0	0.0	0.0	0.0	0.0	0.0	0.5441288497116117	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-b_S197.16S.R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5281314615300903	0.0021765153988464467	0.0	1.4354119055392318	0.0	0.0	0.0	0.0	0.0	0.0	0.5582761998041136	0.0	0.0021765153988464467	0.06856023506366307	0.0	0.0	0.0	0.0	0.5343345304168027	0.008706061595385787	0.0032647730982696705	0.0	0.0	0.0	0.0	0.0	0.0	0.0010882576994232234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007617803895962563	0.023941669387310915	0.0010882576994232234	0.0	0.0	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	231
Germ-Control-c_S204.16S.R1	0.0	0.0	4.340237374912729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19781242727484294	0.1687223644403072	0.15010472422620433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01047242262043286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01978124272748429	0.03723528042820572	0.5794740516639516	0.5736560390970444	0.5736560390970444	0.0	0.0	0.0	0.6364905748196416	0.0	0.0	0.0	0.0	0.0	0.0	0.5736560390970444	0.0
